Nome,Partido,Voto,ID Votacao
Bia Kicis         ,(PSL-DF),Não,21778
Caroline de Toni  ,(PSL-SC),Não,21778
Daniel Freitas    ,(PSL-SC),Não,21778
Delegado Marcelo  ,(PSL-MG),Não,21778
Delegado Waldir   ,(PSL-GO),Não,21778
FelipeFrancischini,(PSL-PR),Não,21778
Nicoletti         ,(PSL-RR),Não,21778
Beto Rosado       ,(PP-RN),Não,21778
Marcelo Aro       ,(PP-MG),Não,21778
Cacá Leão         ,(PP-BA),Não,21778
Pedro Westphalen  ,(PP-RS),Não,21778
Darci de Matos    ,(PSD-SC),Não,21778
Deleg. Éder Mauro ,(PSD-PA),Não,21778
Edilazio Junior   ,(PSD-MA),Não,21778
Fábio Trad        ,(PSD-MS),Não,21778
Stephanes Junior  ,(PSD-PR),Não,21778
Arthur O. Maia    ,(DEM-BA),Não,21778
Bilac Pinto       ,(DEM-MG),Não,21778
Geninho Zuliani   ,(DEM-SP),Não,21778
Paulo Azi         ,(DEM-BA),Não,21778
Celso Maldaner    ,(MDB-SC),Não,21778
Herculano Passos  ,(MDB-SP),Não,21778
Gelson Azevedo    ,(PR-RJ),Não,21778
Marcelo Ramos     ,(PR-AM),Não,21778
Sergio Toledo     ,(PR-AL),Não,21778
João Campos       ,(PRB-GO),Não,21778
João Roma         ,(PRB-BA),Não,21778
Lafayette Andrada ,(PRB-MG),Não,21778
Luizão Goulart    ,(PRB-PR),Não,21778
Eduardo Cury      ,(PSDB-SP),Não,21778
Samuel Moreira    ,(PSDB-SP),Não,21778
Paulo Martins     ,(PSC-PR),Não,21778
Maurício Dziedrick,(PTB-RS),Não,21778
Afonso Motta      ,(PDT-RS),Obstrução,21778
Gil Cutrim        ,(PDT-MA),Obstrução,21778
SubtenenteGonzaga ,(PDT-MG),Obstrução,21778
Pompeo de Mattos  ,(PDT-RS),Obstrução,21778
José Medeiros     ,(PODE-MT),Não,21778
Genecias Noronha  ,(SOLIDARIEDADE-CE),Não,21778
Rubens Bueno      ,(CIDADANIA-PR),Não,21778
Pastor Eurico     ,(PATRI-PE),Não,21778
Renildo Calheiros ,(PCdoB-PE),Obstrução,21778
Clarissa Garotinho,(PROS-RJ),Obstrução,21778
Enrico Misasi     ,(PV-SP),Não,21778
Alencar S. Braga  ,(PT-SP),Obstrução,21778
Joenia Wapichana  ,(REDE-RR),Obstrução,21778
José Guimarães    ,(PT-CE),Obstrução,21778
Maria do Rosário  ,(PT-RS),Obstrução,21778
Nelson Pellegrino ,(PT-BA),Obstrução,21778
Patrus Ananias    ,(PT-MG),Obstrução,21778
Paulo Teixeira    ,(PT-SP),Obstrução,21778
João H. Campos    ,(PSB-PE),Obstrução,21778
Júlio Delgado     ,(PSB-MG),Obstrução,21778
Luiz Flávio Gomes ,(PSB-SP),Obstrução,21778
Tadeu Alencar     ,(PSB-PE),Obstrução,21778
Talíria Petrone   ,(PSOL-RJ),Obstrução,21778
Gilson Marques    ,(NOVO-SC),Não,21778
Bia Kicis         ,(PSL-DF),Não,21779
Caroline de Toni  ,(PSL-SC),Não,21779
Daniel Freitas    ,(PSL-SC),Não,21779
Delegado Marcelo  ,(PSL-MG),Não,21779
Delegado Waldir   ,(PSL-GO),Não,21779
FelipeFrancischini,(PSL-PR),Não,21779
Nicoletti         ,(PSL-RR),Não,21779
Beto Rosado       ,(PP-RN),Não,21779
Marcelo Aro       ,(PP-MG),Não,21779
Margarete Coelho  ,(PP-PI),Não,21779
Cacá Leão         ,(PP-BA),Não,21779
Darci de Matos    ,(PSD-SC),Não,21779
Deleg. Éder Mauro ,(PSD-PA),Não,21779
Edilazio Junior   ,(PSD-MA),Não,21779
Fábio Trad        ,(PSD-MS),Não,21779
Stephanes Junior  ,(PSD-PR),Não,21779
Arthur O. Maia    ,(DEM-BA),Não,21779
Bilac Pinto       ,(DEM-MG),Não,21779
Geninho Zuliani   ,(DEM-SP),Não,21779
Paulo Azi         ,(DEM-BA),Não,21779
Celso Maldaner    ,(MDB-SC),Não,21779
Herculano Passos  ,(MDB-SP),Não,21779
Márcio Biolchi    ,(MDB-RS),Não,21779
Darcísio Perondi  ,(MDB-RS),Não,21779
Gelson Azevedo    ,(PR-RJ),Não,21779
Marcelo Ramos     ,(PR-AM),Não,21779
Sergio Toledo     ,(PR-AL),Não,21779
João Campos       ,(PRB-GO),Não,21779
João Roma         ,(PRB-BA),Não,21779
Lafayette Andrada ,(PRB-MG),Não,21779
Luizão Goulart    ,(PRB-PR),Não,21779
Eduardo Cury      ,(PSDB-SP),Não,21779
Paulo Abi-Ackel   ,(PSDB-MG),Não,21779
Samuel Moreira    ,(PSDB-SP),Não,21779
Paulo Martins     ,(PSC-PR),Não,21779
Maurício Dziedrick,(PTB-RS),Não,21779
Afonso Motta      ,(PDT-RS),Obstrução,21779
Gil Cutrim        ,(PDT-MA),Obstrução,21779
SubtenenteGonzaga ,(PDT-MG),Obstrução,21779
Sergio Vidigal    ,(PDT-ES),Obstrução,21779
Diego Garcia      ,(PODE-PR),Não,21779
José Medeiros     ,(PODE-MT),Não,21779
Genecias Noronha  ,(SOLIDARIEDADE-CE),Não,21779
Rubens Bueno      ,(CIDADANIA-PR),Não,21779
Pastor Eurico     ,(PATRI-PE),Não,21779
Renildo Calheiros ,(PCdoB-PE),Obstrução,21779
Clarissa Garotinho,(PROS-RJ),Obstrução,21779
Enrico Misasi     ,(PV-SP),Não,21779
Joenia Wapichana  ,(REDE-RR),Obstrução,21779
José Guimarães    ,(PT-CE),Obstrução,21779
Maria do Rosário  ,(PT-RS),Obstrução,21779
Nelson Pellegrino ,(PT-BA),Obstrução,21779
Patrus Ananias    ,(PT-MG),Obstrução,21779
Paulo Teixeira    ,(PT-SP),Obstrução,21779
Rui Falcão        ,(PT-SP),Obstrução,21779
João H. Campos    ,(PSB-PE),Obstrução,21779
Júlio Delgado     ,(PSB-MG),Obstrução,21779
Luiz Flávio Gomes ,(PSB-SP),Obstrução,21779
Tadeu Alencar     ,(PSB-PE),Obstrução,21779
Talíria Petrone   ,(PSOL-RJ),Obstrução,21779
Gilson Marques    ,(NOVO-SC),Não,21779
Bia Kicis         ,(PSL-DF),Sim,21782
Caroline de Toni  ,(PSL-SC),Sim,21782
Daniel Freitas    ,(PSL-SC),Sim,21782
Delegado Marcelo  ,(PSL-MG),Sim,21782
Delegado Waldir   ,(PSL-GO),Sim,21782
FelipeFrancischini,(PSL-PR),Sim,21782
Nicoletti         ,(PSL-RR),Sim,21782
Aguinaldo Ribeiro ,(PP-PB),Sim,21782
Beto Rosado       ,(PP-RN),Sim,21782
Hiran Gonçalves   ,(PP-RR),Sim,21782
Marcelo Aro       ,(PP-MG),Sim,21782
Margarete Coelho  ,(PP-PI),Sim,21782
Darci de Matos    ,(PSD-SC),Sim,21782
Deleg. Éder Mauro ,(PSD-PA),Sim,21782
Edilazio Junior   ,(PSD-MA),Sim,21782
Fábio Trad        ,(PSD-MS),Sim,21782
Stephanes Junior  ,(PSD-PR),Sim,21782
Arthur O. Maia    ,(DEM-BA),Sim,21782
Bilac Pinto       ,(DEM-MG),Sim,21782
Geninho Zuliani   ,(DEM-SP),Sim,21782
Paulo Azi         ,(DEM-BA),Sim,21782
Alceu Moreira     ,(MDB-RS),Sim,21782
Celso Maldaner    ,(MDB-SC),Sim,21782
Herculano Passos  ,(MDB-SP),Sim,21782
Márcio Biolchi    ,(MDB-RS),Sim,21782
Gelson Azevedo    ,(PR-RJ),Sim,21782
Giovani Cherini   ,(PR-RS),Sim,21782
Marcelo Ramos     ,(PR-AM),Sim,21782
Sergio Toledo     ,(PR-AL),Sim,21782
João Campos       ,(PRB-GO),Sim,21782
João Roma         ,(PRB-BA),Sim,21782
Lafayette Andrada ,(PRB-MG),Sim,21782
Luizão Goulart    ,(PRB-PR),Sim,21782
Eduardo Cury      ,(PSDB-SP),Sim,21782
Paulo Abi-Ackel   ,(PSDB-MG),Sim,21782
Samuel Moreira    ,(PSDB-SP),Sim,21782
Shéridan          ,(PSDB-RR),Sim,21782
Paulo Martins     ,(PSC-PR),Sim,21782
Maurício Dziedrick,(PTB-RS),Sim,21782
Afonso Motta      ,(PDT-RS),Não,21782
Eduardo Bismarck  ,(PDT-CE),Não,21782
Gil Cutrim        ,(PDT-MA),Não,21782
SubtenenteGonzaga ,(PDT-MG),Não,21782
Diego Garcia      ,(PODE-PR),Sim,21782
Léo Moraes        ,(PODE-RO),Sim,21782
Genecias Noronha  ,(SOLIDARIEDADE-CE),Sim,21782
Augusto Coutinho  ,(SOLIDARIEDADE-PE),Sim,21782
Luis Tibé         ,(AVANTE-MG),Sim,21782
Rubens Bueno      ,(CIDADANIA-PR),Sim,21782
Pastor Eurico     ,(PATRI-PE),Sim,21782
Renildo Calheiros ,(PCdoB-PE),Não,21782
Clarissa Garotinho,(PROS-RJ),Não,21782
Enrico Misasi     ,(PV-SP),Sim,21782
Alencar S. Braga  ,(PT-SP),Não,21782
Joenia Wapichana  ,(REDE-RR),Não,21782
José Guimarães    ,(PT-CE),Não,21782
Maria do Rosário  ,(PT-RS),Não,21782
Nelson Pellegrino ,(PT-BA),Não,21782
Patrus Ananias    ,(PT-MG),Não,21782
Paulo Teixeira    ,(PT-SP),Não,21782
Danilo Cabral     ,(PSB-PE),Não,21782
João H. Campos    ,(PSB-PE),Não,21782
Júlio Delgado     ,(PSB-MG),Não,21782
Luiz Flávio Gomes ,(PSB-SP),Não,21782
Talíria Petrone   ,(PSOL-RJ),Não,21782
Gilson Marques    ,(NOVO-SC),Sim,21782
Alexandre Frota   ,(PSL-SP),Não,23730
Filipe Barros     ,(PSL-PR),Não,23730
Heitor Freire     ,(PSL-CE),Não,23730
Joice Hasselmann  ,(PSL-SP),Não,23730
Márcio Labre      ,(PSL-RJ),Não,23730
Bilac Pinto       ,(DEM-MG),Não,23730
Pedro Paulo       ,(DEM-RJ),Não,23730
Darcísio Perondi  ,(MDB-RS),Não,23730
João Marcelo S.   ,(MDB-MA),Não,23730
FernandoRodolfo   ,(PL-PE),Não,23730
Giovani Cherini   ,(PL-RS),Não,23730
Marcelo Ramos     ,(PL-AM),Não,23730
Jerônimo Goergen  ,(PP-RS),Não,23730
Ronaldo Carletto  ,(PP-BA),Não,23730
Evair de Melo     ,(PP-ES),Não,23730
Cap. Alberto Neto ,(PRB-AM),Não,23730
Cleber Verde      ,(PRB-MA),Não,23730
Silvio Costa Filho,(PRB-PE),Não,23730
Darci de Matos    ,(PSD-SC),Não,23730
Stephanes Junior  ,(PSD-PR),Não,23730
Beto Pereira      ,(PSDB-MS),Não,23730
Daniel Trzeciak   ,(PSDB-RS),Não,23730
Samuel Moreira    ,(PSDB-SP),Não,23730
Paulo Ganime      ,(NOVO-RJ),Não,23730
Paulo Martins     ,(PSC-PR),Não,23730
Marcelo Moraes    ,(PTB-RS),Não,23730
André Figueiredo  ,(PDT-CE),Obstrução,23730
Paulo Ramos       ,(PDT-RJ),Obstrução,23730
Alex Manente      ,(CIDADANIA-SP),Não,23730
Dr. Frederico     ,(PATRIOTA-MG),Não,23730
Perpétua Almeida  ,(PCdoB-AC),Obstrução,23730
Diego Garcia      ,(PODE-PR),Não,23730
ToninhoWandscheer ,(PROS-PR),Não,23730
Israel Batista    ,(PV-DF),Obstrução,23730
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23730
Carlos Veras      ,(PT-PE),Obstrução,23730
Henrique Fontana  ,(PT-RS),Obstrução,23730
Jorge Solla       ,(PT-BA),Obstrução,23730
Rubens Otoni      ,(PT-GO),Obstrução,23730
Aliel Machado     ,(PSB-PR),Obstrução,23730
Heitor Schuch     ,(PSB-RS),Obstrução,23730
Bira do Pindaré   ,(PSB-MA),Obstrução,23730
Sâmia Bomfim      ,(PSOL-SP),Obstrução,23730
Joenia Wapichana  ,(REDE-RR),Obstrução,23730
Vinicius Poit     ,(NOVO-SP),Não,23730
Alexandre Frota   ,(PSL-SP),Não,23752
Daniel Freitas    ,(PSL-SC),Não,23752
FelipeFrancischini,(PSL-PR),Não,23752
Filipe Barros     ,(PSL-PR),Não,23752
Heitor Freire     ,(PSL-CE),Não,23752
Arthur O. Maia    ,(DEM-BA),Não,23752
Bilac Pinto       ,(DEM-MG),Não,23752
Pedro Paulo       ,(DEM-RJ),Não,23752
Celso Maldaner    ,(MDB-SC),Não,23752
Darcísio Perondi  ,(MDB-RS),Não,23752
João Marcelo S.   ,(MDB-MA),Não,23752
FernandoRodolfo   ,(PL-PE),Não,23752
Giovani Cherini   ,(PL-RS),Não,23752
Marcelo Ramos     ,(PL-AM),Não,23752
Ronaldo Carletto  ,(PP-BA),Não,23752
Evair de Melo     ,(PP-ES),Não,23752
Guilherme Derrite ,(PP-SP),Não,23752
Cap. Alberto Neto ,(PRB-AM),Não,23752
Cleber Verde      ,(PRB-MA),Não,23752
Silvio Costa Filho,(PRB-PE),Não,23752
Darci de Matos    ,(PSD-SC),Não,23752
Deleg. Éder Mauro ,(PSD-PA),Não,23752
Stephanes Junior  ,(PSD-PR),Não,23752
Daniel Trzeciak   ,(PSDB-RS),Não,23752
Samuel Moreira    ,(PSDB-SP),Não,23752
Paulo Ganime      ,(NOVO-RJ),Não,23752
Paulo Martins     ,(PSC-PR),Não,23752
Marcelo Moraes    ,(PTB-RS),Não,23752
André Figueiredo  ,(PDT-CE),Obstrução,23752
Paulo Ramos       ,(PDT-RJ),Obstrução,23752
Greyce Elias      ,(AVANTE-MG),Não,23752
Alex Manente      ,(CIDADANIA-SP),Não,23752
Dr. Frederico     ,(PATRIOTA-MG),Não,23752
Alice Portugal    ,(PCdoB-BA),Obstrução,23752
Diego Garcia      ,(PODE-PR),Não,23752
Acácio Favacho    ,(PROS-AP),Não,23752
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23752
Carlos Veras      ,(PT-PE),Obstrução,23752
Henrique Fontana  ,(PT-RS),Obstrução,23752
Jorge Solla       ,(PT-BA),Obstrução,23752
Pedro Uczai       ,(PT-SC),Obstrução,23752
Aliel Machado     ,(PSB-PR),Não,23752
Heitor Schuch     ,(PSB-RS),Obstrução,23752
Lídice da Mata    ,(PSB-BA),Obstrução,23752
Ivan Valente      ,(PSOL-SP),Obstrução,23752
Joenia Wapichana  ,(REDE-RR),Obstrução,23752
Vinicius Poit     ,(NOVO-SP),Não,23752
Alexandre Frota   ,(PSL-SP),Não,23753
Daniel Freitas    ,(PSL-SC),Não,23753
Filipe Barros     ,(PSL-PR),Não,23753
Heitor Freire     ,(PSL-CE),Não,23753
Nicoletti         ,(PSL-RR),Não,23753
Arthur O. Maia    ,(DEM-BA),Não,23753
Bilac Pinto       ,(DEM-MG),Não,23753
Pedro Paulo       ,(DEM-RJ),Não,23753
Celso Maldaner    ,(MDB-SC),Não,23753
João Marcelo S.   ,(MDB-MA),Não,23753
FernandoRodolfo   ,(PL-PE),Não,23753
Giovani Cherini   ,(PL-RS),Não,23753
Marcelo Ramos     ,(PL-AM),Não,23753
Guilherme Mussi   ,(PP-SP),Não,23753
Ronaldo Carletto  ,(PP-BA),Não,23753
Evair de Melo     ,(PP-ES),Não,23753
Cap. Alberto Neto ,(PRB-AM),Não,23753
Cleber Verde      ,(PRB-MA),Não,23753
Silvio Costa Filho,(PRB-PE),Não,23753
Darci de Matos    ,(PSD-SC),Não,23753
Deleg. Éder Mauro ,(PSD-PA),Não,23753
Stephanes Junior  ,(PSD-PR),Não,23753
Beto Pereira      ,(PSDB-MS),Não,23753
Daniel Trzeciak   ,(PSDB-RS),Não,23753
Samuel Moreira    ,(PSDB-SP),Não,23753
Paulo Ganime      ,(NOVO-RJ),Não,23753
Paulo Martins     ,(PSC-PR),Não,23753
Marcelo Moraes    ,(PTB-RS),Não,23753
André Figueiredo  ,(PDT-CE),Obstrução,23753
Paulo Ramos       ,(PDT-RJ),Obstrução,23753
Greyce Elias      ,(AVANTE-MG),Não,23753
Alex Manente      ,(CIDADANIA-SP),Não,23753
Dr. Frederico     ,(PATRIOTA-MG),Não,23753
Alice Portugal    ,(PCdoB-BA),Obstrução,23753
Diego Garcia      ,(PODE-PR),Não,23753
Acácio Favacho    ,(PROS-AP),Não,23753
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23753
Carlos Veras      ,(PT-PE),Obstrução,23753
Henrique Fontana  ,(PT-RS),Obstrução,23753
Jorge Solla       ,(PT-BA),Obstrução,23753
Pedro Uczai       ,(PT-SC),Obstrução,23753
Aliel Machado     ,(PSB-PR),Obstrução,23753
Heitor Schuch     ,(PSB-RS),Obstrução,23753
Lídice da Mata    ,(PSB-BA),Obstrução,23753
Ivan Valente      ,(PSOL-SP),Obstrução,23753
Joenia Wapichana  ,(REDE-RR),Obstrução,23753
Vinicius Poit     ,(NOVO-SP),Não,23753
Alexandre Frota   ,(PSL-SP),Não,23754
Daniel Freitas    ,(PSL-SC),Não,23754
Filipe Barros     ,(PSL-PR),Não,23754
Heitor Freire     ,(PSL-CE),Não,23754
Arthur O. Maia    ,(DEM-BA),Não,23754
Bilac Pinto       ,(DEM-MG),Não,23754
Pedro Paulo       ,(DEM-RJ),Não,23754
Celso Maldaner    ,(MDB-SC),Não,23754
Darcísio Perondi  ,(MDB-RS),Não,23754
João Marcelo S.   ,(MDB-MA),Não,23754
FernandoRodolfo   ,(PL-PE),Não,23754
Giovani Cherini   ,(PL-RS),Não,23754
Marcelo Ramos     ,(PL-AM),Não,23754
Guilherme Mussi   ,(PP-SP),Não,23754
Ronaldo Carletto  ,(PP-BA),Não,23754
Evair de Melo     ,(PP-ES),Não,23754
Cap. Alberto Neto ,(PRB-AM),Não,23754
Cleber Verde      ,(PRB-MA),Não,23754
Silvio Costa Filho,(PRB-PE),Não,23754
Darci de Matos    ,(PSD-SC),Não,23754
Deleg. Éder Mauro ,(PSD-PA),Não,23754
Stephanes Junior  ,(PSD-PR),Não,23754
Beto Pereira      ,(PSDB-MS),Não,23754
Daniel Trzeciak   ,(PSDB-RS),Não,23754
Samuel Moreira    ,(PSDB-SP),Não,23754
Paulo Ganime      ,(NOVO-RJ),Não,23754
Paulo Martins     ,(PSC-PR),Não,23754
Marcelo Moraes    ,(PTB-RS),Não,23754
André Figueiredo  ,(PDT-CE),Obstrução,23754
Paulo Ramos       ,(PDT-RJ),Obstrução,23754
Greyce Elias      ,(AVANTE-MG),Não,23754
Alex Manente      ,(CIDADANIA-SP),Não,23754
Dr. Frederico     ,(PATRIOTA-MG),Não,23754
Alice Portugal    ,(PCdoB-BA),Obstrução,23754
Léo Moraes        ,(PODE-RO),Não,23754
Acácio Favacho    ,(PROS-AP),Não,23754
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23754
Carlos Veras      ,(PT-PE),Obstrução,23754
Henrique Fontana  ,(PT-RS),Obstrução,23754
Jorge Solla       ,(PT-BA),Obstrução,23754
Pedro Uczai       ,(PT-SC),Obstrução,23754
Aliel Machado     ,(PSB-PR),Obstrução,23754
Heitor Schuch     ,(PSB-RS),Obstrução,23754
Lídice da Mata    ,(PSB-BA),Obstrução,23754
Ivan Valente      ,(PSOL-SP),Obstrução,23754
Joenia Wapichana  ,(REDE-RR),Obstrução,23754
Vinicius Poit     ,(NOVO-SP),Não,23754
Alexandre Frota   ,(PSL-SP),Não,23757
Daniel Freitas    ,(PSL-SC),Não,23757
FelipeFrancischini,(PSL-PR),Não,23757
Filipe Barros     ,(PSL-PR),Não,23757
Nicoletti         ,(PSL-RR),Não,23757
Arthur O. Maia    ,(DEM-BA),Não,23757
Bilac Pinto       ,(DEM-MG),Não,23757
Pedro Paulo       ,(DEM-RJ),Não,23757
Celso Maldaner    ,(MDB-SC),Não,23757
Darcísio Perondi  ,(MDB-RS),Não,23757
João Marcelo S.   ,(MDB-MA),Não,23757
FernandoRodolfo   ,(PL-PE),Não,23757
Giovani Cherini   ,(PL-RS),Não,23757
Marcelo Ramos     ,(PL-AM),Não,23757
Guilherme Mussi   ,(PP-SP),Não,23757
Ronaldo Carletto  ,(PP-BA),Não,23757
Evair de Melo     ,(PP-ES),Não,23757
Cap. Alberto Neto ,(PRB-AM),Não,23757
Cleber Verde      ,(PRB-MA),Não,23757
Silvio Costa Filho,(PRB-PE),Não,23757
Darci de Matos    ,(PSD-SC),Não,23757
Deleg. Éder Mauro ,(PSD-PA),Não,23757
Stephanes Junior  ,(PSD-PR),Não,23757
Beto Pereira      ,(PSDB-MS),Não,23757
Daniel Trzeciak   ,(PSDB-RS),Não,23757
Samuel Moreira    ,(PSDB-SP),Não,23757
Paulo Ganime      ,(NOVO-RJ),Não,23757
Paulo Martins     ,(PSC-PR),Não,23757
Marcelo Moraes    ,(PTB-RS),Não,23757
André Figueiredo  ,(PDT-CE),Obstrução,23757
Paulo Ramos       ,(PDT-RJ),Obstrução,23757
Greyce Elias      ,(AVANTE-MG),Não,23757
Alex Manente      ,(CIDADANIA-SP),Não,23757
Dr. Frederico     ,(PATRIOTA-MG),Não,23757
Alice Portugal    ,(PCdoB-BA),Obstrução,23757
Diego Garcia      ,(PODE-PR),Não,23757
Acácio Favacho    ,(PROS-AP),Não,23757
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23757
Carlos Veras      ,(PT-PE),Obstrução,23757
Henrique Fontana  ,(PT-RS),Obstrução,23757
Jorge Solla       ,(PT-BA),Obstrução,23757
José Guimarães    ,(PT-CE),Obstrução,23757
Aliel Machado     ,(PSB-PR),Obstrução,23757
Heitor Schuch     ,(PSB-RS),Obstrução,23757
Lídice da Mata    ,(PSB-BA),Obstrução,23757
Ivan Valente      ,(PSOL-SP),Obstrução,23757
Joenia Wapichana  ,(REDE-RR),Obstrução,23757
Vinicius Poit     ,(NOVO-SP),Não,23757
Alexandre Frota   ,(PSL-SP),Não,23765
Filipe Barros     ,(PSL-PR),Não,23765
Heitor Freire     ,(PSL-CE),Não,23765
Júnior Bozzella   ,(PSL-SP),Não,23765
Joice Hasselmann  ,(PSL-SP),Não,23765
Arthur O. Maia    ,(DEM-BA),Não,23765
Bilac Pinto       ,(DEM-MG),Não,23765
Pedro Paulo       ,(DEM-RJ),Não,23765
Celso Maldaner    ,(MDB-SC),Não,23765
Darcísio Perondi  ,(MDB-RS),Não,23765
João Marcelo S.   ,(MDB-MA),Não,23765
FernandoRodolfo   ,(PL-PE),Não,23765
Giovani Cherini   ,(PL-RS),Não,23765
Marcelo Ramos     ,(PL-AM),Não,23765
Guilherme Mussi   ,(PP-SP),Não,23765
Ronaldo Carletto  ,(PP-BA),Não,23765
Evair de Melo     ,(PP-ES),Não,23765
Cap. Alberto Neto ,(PRB-AM),Não,23765
Cleber Verde      ,(PRB-MA),Não,23765
Silvio Costa Filho,(PRB-PE),Não,23765
Darci de Matos    ,(PSD-SC),Não,23765
Stephanes Junior  ,(PSD-PR),Não,23765
Beto Pereira      ,(PSDB-MS),Não,23765
Daniel Trzeciak   ,(PSDB-RS),Não,23765
Samuel Moreira    ,(PSDB-SP),Não,23765
Paulo Ganime      ,(NOVO-RJ),Não,23765
Paulo Martins     ,(PSC-PR),Não,23765
Marcelo Moraes    ,(PTB-RS),Não,23765
André Figueiredo  ,(PDT-CE),Obstrução,23765
Paulo Ramos       ,(PDT-RJ),Obstrução,23765
Greyce Elias      ,(AVANTE-MG),Não,23765
Alex Manente      ,(CIDADANIA-SP),Não,23765
Dr. Frederico     ,(PATRIOTA-MG),Não,23765
Alice Portugal    ,(PCdoB-BA),Obstrução,23765
Diego Garcia      ,(PODE-PR),Não,23765
Acácio Favacho    ,(PROS-AP),Não,23765
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23765
Carlos Veras      ,(PT-PE),Obstrução,23765
Henrique Fontana  ,(PT-RS),Obstrução,23765
Jorge Solla       ,(PT-BA),Obstrução,23765
José Guimarães    ,(PT-CE),Obstrução,23765
Aliel Machado     ,(PSB-PR),Obstrução,23765
Heitor Schuch     ,(PSB-RS),Obstrução,23765
Lídice da Mata    ,(PSB-BA),Obstrução,23765
Ivan Valente      ,(PSOL-SP),Obstrução,23765
Joenia Wapichana  ,(REDE-RR),Obstrução,23765
Vinicius Poit     ,(NOVO-SP),Não,23765
Alexandre Frota   ,(PSL-SP),Não,23766
Daniel Freitas    ,(PSL-SC),Não,23766
FelipeFrancischini,(PSL-PR),Não,23766
Filipe Barros     ,(PSL-PR),Não,23766
Heitor Freire     ,(PSL-CE),Não,23766
Arthur O. Maia    ,(DEM-BA),Não,23766
Bilac Pinto       ,(DEM-MG),Não,23766
Pedro Paulo       ,(DEM-RJ),Não,23766
Celso Maldaner    ,(MDB-SC),Não,23766
Darcísio Perondi  ,(MDB-RS),Não,23766
João Marcelo S.   ,(MDB-MA),Não,23766
FernandoRodolfo   ,(PL-PE),Não,23766
Giovani Cherini   ,(PL-RS),Não,23766
Marcelo Ramos     ,(PL-AM),Não,23766
Ronaldo Carletto  ,(PP-BA),Não,23766
Evair de Melo     ,(PP-ES),Não,23766
Cap. Alberto Neto ,(PRB-AM),Não,23766
Cleber Verde      ,(PRB-MA),Não,23766
Silvio Costa Filho,(PRB-PE),Não,23766
Darci de Matos    ,(PSD-SC),Não,23766
Deleg. Éder Mauro ,(PSD-PA),Não,23766
Stephanes Junior  ,(PSD-PR),Não,23766
Beto Pereira      ,(PSDB-MS),Não,23766
Daniel Trzeciak   ,(PSDB-RS),Não,23766
Samuel Moreira    ,(PSDB-SP),Não,23766
Paulo Ganime      ,(NOVO-RJ),Não,23766
Paulo Martins     ,(PSC-PR),Não,23766
Marcelo Moraes    ,(PTB-RS),Não,23766
André Figueiredo  ,(PDT-CE),Obstrução,23766
Paulo Ramos       ,(PDT-RJ),Obstrução,23766
Greyce Elias      ,(AVANTE-MG),Não,23766
Alex Manente      ,(CIDADANIA-SP),Não,23766
Dr. Frederico     ,(PATRIOTA-MG),Não,23766
Alice Portugal    ,(PCdoB-BA),Obstrução,23766
Diego Garcia      ,(PODE-PR),Não,23766
Acácio Favacho    ,(PROS-AP),Não,23766
Lucas Vergilio    ,(SOLIDARIEDADE-GO),Não,23766
Carlos Veras      ,(PT-PE),Obstrução,23766
Henrique Fontana  ,(PT-RS),Obstrução,23766
Jorge Solla       ,(PT-BA),Obstrução,23766
Pedro Uczai       ,(PT-SC),Obstrução,23766
Aliel Machado     ,(PSB-PR),Obstrução,23766
Heitor Schuch     ,(PSB-RS),Obstrução,23766
Bira do Pindaré   ,(PSB-MA),Obstrução,23766
Ivan Valente      ,(PSOL-SP),Obstrução,23766
Joenia Wapichana  ,(REDE-RR),Obstrução,23766
Vinicius Poit     ,(NOVO-SP),Não,23766
Alexandre Frota   ,(PSL-SP),Não,23752
Daniel Freitas    ,(PSL-SC),Não,23752
FelipeFrancischini,(PSL-PR),Não,23752
Filipe Barros     ,(PSL-PR),Não,23752
Heitor Freire     ,(PSL-CE),Não,23752
Arthur O. Maia    ,(DEM-BA),Não,23752
Bilac Pinto       ,(DEM-MG),Não,23752
Pedro Paulo       ,(DEM-RJ),Não,23752
Celso Maldaner    ,(MDB-SC),Não,23752
Darcísio Perondi  ,(MDB-RS),Não,23752
João Marcelo S.   ,(MDB-MA),Não,23752
FernandoRodolfo   ,(PL-PE),Não,23752
Giovani Cherini   ,(PL-RS),Não,23752
Marcelo Ramos     ,(PL-AM),Não,23752
Ronaldo Carletto  ,(PP-BA),Não,23752
Evair de Melo     ,(PP-ES),Não,23752
Guilherme Derrite ,(PP-SP),Não,23752
Cap. Alberto Neto ,(PRB-AM),Não,23752
Cleber Verde      ,(PRB-MA),Não,23752
Silvio Costa Filho,(PRB-PE),Não,23752
Darci de Matos    ,(PSD-SC),Não,23752
Deleg. Éder Mauro ,(PSD-PA),Não,23752
Stephanes Junior  ,(PSD-PR),Não,23752
Daniel Trzeciak   ,(PSDB-RS),Não,23752
