name,aliases,titles,born,died,gender,culture,father,mother,books,Books Apperences
Arwood Frey,['Has no known aliases'],['Ser'],In or between 263 AC and 281 AC,,Male,,https://www.anapioficeandfire.com/api/characters/501,https://www.anapioficeandfire.com/api/characters/173,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Rat Cook,['Rat Cook'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",3
Mycah,['Has no known aliases'],['Has no title'],In 285 AC,"In 298 AC, at Riverlands, near the Ruby Ford.",Male,Westeros,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Hareth,['Horse'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Hamish,['Hamish the Harper'],['Has no title'],,"In 300 AC, at King's Landing",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Hoster Frey,['Has no known aliases'],['Has no title'],In 287 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Hallyne,['Hallyne the Pryomancer'],"['Lord', 'Wisdom']",,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Hosman Norcross,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Raymun Redbeard,['Has no known aliases'],['King-Beyond-the-Wall'],,"In 226 AC, at Long Lake",Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",3
Gerald Gower,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Rast,['Rat'],['Has no title'],,"In +/- 299 AC, at Castle Black",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Jarman Buckwell,['Has no known aliases'],['Ser'],,In 300 AC (supposedly),Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",3
Amerei Frey,['Gatehouse Ami'],['Lady of Darry'],In 282 AC,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Left Hand Lew,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Spare Boot,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Alysanne Targaryen,['Good Queen Alysanne'],['Queen'],36 AC,99 AC or 100 AC,Female,,https://www.anapioficeandfire.com/api/characters/57,https://www.anapioficeandfire.com/api/characters/110,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",3
Arron,['Has no known aliases'],['Has no title'],At Fair Isle,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Shagwell,['Shagwell the Fool'],['Has no title'],,"In 300 AC, at near the Whispers",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Muttering Bill,['Has no known aliases'],['Has no title'],,"In 300 AC, at the haunted forest",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Black Bernarr,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Robert Frey,['Has no known aliases'],['Has no title'],In 283 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Jon Myre,['Pinchface Jon'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Jon Connington,"[""Griffthe Mad King's Hand""]","[""Lord of Griffin's Roost"", 'Hand of the King', 'Hand of the True King']",In or between 263 AC and 265 AC,,Male,Stormlands,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",3
Jon Brax,['Has no known aliases'],['Has no title'],In 296 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Harmune,['Has no known aliases'],['Maester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Biter,['Has no known aliases'],['Has no title'],,"In 300 AC, at the inn at the crossroads",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Shiera Seastar,['Has no known aliases'],['Has no title'],In or between 178 AC and 184 AC,,Female,Westeros,,,"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",3
Obella Sand,['Has no known aliases'],['Has no title'],In 287 AC or 288 AC,,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Taena of Myr,"['Taena Merryweather', 'Myr']",['Has no title'],In 276 AC (roughly),,Female,Myrish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Jurne,['Has no known aliases'],['Maester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Obara Sand,['Has no known aliases'],['Has no title'],"In 271 AC or 272 AC, at Oldtown",,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Alyx Frey,['Has no known aliases'],['Has no title'],In 282 AC,,Female,,https://www.anapioficeandfire.com/api/characters/1004,https://www.anapioficeandfire.com/api/characters/1217,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Barra,['Has no known aliases'],['Has no title'],"In 298 AC, at King's Landing","In 299 AC, at King's Landing",Female,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",3
Mushroom,['Mushroom'],['Has no title'],,In or after 136AC,Male,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",3
Rickard Wylde,['Has no known aliases'],['Has no title'],In 295 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Jeyne Lydden,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Jeyne Goodbrook,['Has no known aliases'],['Has no title'],In 293 AC,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Skyte,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Jeyne Arryn,['The Maiden of the Vale'],"['Lady of the Eyrie', 'Defender of the Vale', 'Warden of the East', 'Lady Regent']",,"In 134 AC, at Gulltown",Female,Valemen,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",3
Harma,"['Harma the Dogshead', 'Harma Dogshead']",['Has no title'],,"In 300 AC, at The Wall",Female,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",3
Small Paul,['Cheese-for-wits'],['Has no title'],,"In 299 AC, at Beyond the Wall",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Nymeria Sand,['Lady Nym'],['Has no title'],In 274 AC or 275 AC,,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Horton Redfort,['Has no known aliases'],['Lord of Redfort'],,,Male,Valemen,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Jeyne Beesbury,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Daario Naharis,['Has no known aliases'],['Has no title'],,,Male,Tyroshi,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Artos Stark,['Artos the Implacable'],['Has no title'],,,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",3
Weese,['Has no known aliases'],['Has no title'],,"In 299 AC, at Harrenhal",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Steffon Swyft,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Chataya,['Has no known aliases'],['Has no title'],,,Female,Summer Isles,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Chella daughter of Cheyk,['Has no known aliases'],['Has no title'],,,Female,Mountain clans,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Gylbert Farwynd,['Has no known aliases'],['Lord of the Lonely Light'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Arthur Ambrose,['Has no known aliases'],['Lord'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Cleon,"['Cleon the Great', 'The Butcher King', 'King Cleaver']",['King of Astapor'],,"In 300 AC, at Astapor",Male,Astapori,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Gilbert Farring,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Mors Martell,['Has no known aliases'],"['Lord of the Sandship', 'Prince of Dorne']",,,Male,Dornish,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",3
Gilwood Hunter,['Young Lord Hunter'],"['Ser', 'Lord of Longbow Hall']",In or between 250 AC and 254 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Missandei,['Has no known aliases'],['Has no title'],"In 288 AC or 289 AC, at Naath",,Female,Naathi,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Grazdan mo Eraz,['Has no known aliases'],['Has no title'],At Yunkai,,Male,Ghiscari,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Gyldayn,['Has no known aliases'],['Archmaester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",3
Lenyl,['Has no known aliases'],['Has no title'],,,Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Gormon Peake,['Gormy'],"['Lord of Starpike, Dunstonbury (stripped) and Whitegrove (stripped)']",,"In 211 AC, at Whitewalls",Male,,,,"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",3
Harlan Hunter,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Steffon Frey,['Steffon the Sweet'],['Has no title'],In or between 263 AC and 280 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Rolland Storm,['The Bastard of Nightsong'],"['Ser', 'Castellan of Dragonstone', 'Lord of Nightsong (claimant)']",,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Halys Hornwood,['Has no known aliases'],['Lord of the Hornwood'],,"In 298 AC, at the Green Fork",Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",3
Coldhands,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Leonette Fossoway,['Has no known aliases'],['Lady'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Munda,['Has no known aliases'],['Has no title'],,,Female,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Hake,['Has no known aliases'],['Has no title'],,"In 299 AC, at Fist of the First Men",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Arlan of Pennytree,['Has no known aliases'],['Ser'],"In or between 149 AC and 153 AC, at Pennytree","In 209 AC, at the Reach",Male,,,,"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",3
Polliver,['Polly'],['Castellan of Harrenhal'],,"In 300 AC, at Inn at the Crossroads",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Tanselle,['Tanselle Too-Tall'],['Has no title'],,,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",3
Mully,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Symon,['Symon Silver Tongue'],['Has no title'],,"In 299 AC, at King's Landing",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",3
Harwin Strong,"['Breakbones', 'Brokenbones']","['Ser', 'Captain']",In 90 AC or before,"In 120 AC, at Harrenhal",Male,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",3
Chayle,['Has no known aliases'],['Septon'],,"In 299 AC, at Winterfell",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Wendamyr,['Has no known aliases'],['Maester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Gerold Hightower,['The White Bull'],"['Ser', 'Lord Commander of the Kingsguard']",,"In 283 AC, at Tower of Joy",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",3
Hairy Hal,['Has no known aliases'],['Has no title'],,"In 300 AC, at Beyond the Wall",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Aron Santagar,['Has no known aliases'],"['Ser', 'Master-at-arms of the Red Keep']",,"In 299 AC, at King's Landing",Male,Dornish,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",3
Harys Haigh,['Has no known aliases'],['Ser'],In or between 254 AC and 282 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",3
Harmen Uller,['Has no known aliases'],['Lord of Hellholt'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Helaena Targaryen,['Has no known aliases'],['Queen'],In 109 AC,"In 130 AC, at King's Landing",Female,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",3
Styr,['Has no known aliases'],['Magnar of Thenn'],,"In 300 AC, at Castle Black",Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",3
Joss Stilwood,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",3
Joseth,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",2
Shadrich,"['Shadrich of the Shady Glen', 'The Mad Mouse']",['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Tristifer Botley,['Tris'],['Heir to Lordsport'],At Lordsport,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Arryk,"['""Left"" or ""Right""']",['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Sybell Spicer,['Has no known aliases'],['Lady of the Crag'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Sigorn,['Has no known aliases'],['Magnar of Thenn'],At Thenn,,Male,Thenn,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Jyana,['Has no known aliases'],['Has no title'],,,Female,Crannogmen,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Tristifer IV Mudd,['The Hammer of Justice'],['King of the Rivers and the Hills'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/11']",2
Sigfryd Harlaw,['Sigfryd Silverhair'],['Master of Harlaw Hall'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Thoren Smallwood,['Has no known aliases'],['First Ranger (self-styled)'],,"In 299 AC, at Fist of the First Men",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Torren Liddle,['Has no known aliases'],"['The Liddle', 'Lord Liddle']",,,Male,Northern mountain clans,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Theo Wull,['Buckets'],['Has no title'],,"In 283 AC, at Tower of Joy",Male,Northern mountain clans,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3']",2
Jynessa Blackmont,['Has no known aliases'],['Has no title'],,,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Theodore Tyrell,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Jon Waters,['Has no known aliases'],['Ser'],In or between 171 AC and 176 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",2
Porther,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",2
Theodan Wells,['Theodan the True'],"['Ser', ""Commander of the Warrior's Sons""]",,,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Jyzene,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Sumner Crakehall,['Has no known aliases'],['Lord of Crakehall'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Symond Templeton,['Has no known aliases'],"['Ser', 'The Knight of Ninestars']",,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Kaeth,['Has no known aliases'],['Grand Maester'],"At 175 AC, 176 AC or 177 AC","In 257 AC or 258 AC, at King's Landing",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Jommo,['Has no known aliases'],['Khal'],,,Male,Dothraki,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5']",2
Qarl,['Qarl the Thrall'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Trebor Jordayne,['Has no known aliases'],['Lord of the Tor'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Pyg,['Has no known aliases'],['Has no title'],,"In 300 AC, at Whispers",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Gynir,"['Gynir Rednose', 'Rednose']",['Has no title'],,"In 299 AC, at Winterfell",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",2
Quaro,['Has no known aliases'],['Has no title'],,"In 298 AC, at Dothraki sea",Male,Dothraki,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/8']",2
Symon Santagar,['Has no known aliases'],"['Ser', 'Knight of Spottswood']",,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Qalen,['Has no known aliases'],['Maester'],,In before 299,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",2
Triston Sunderland,['Has no known aliases'],['Lord of the Three Sisters'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Chett,['Has no known aliases'],['Has no title'],At Hag's Mire,"In 299 AC, at Fist of the First Men",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",2
Medwick Tyrell,['Has no known aliases'],['Maester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Del,['Has no known aliases'],['Has no title'],In 283 AC (roughly),"In 299 AC, at Queenscrown",Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Kraznys mo Nakloz,['Has no known aliases'],['Has no title'],,"In 299 AC, at Astapor",Male,Astapori,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",2
Shierle Swyft,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Lark,"['The Sisterman', 'Lark the Sisterman']",['Has no title'],,"In 299 AC, at the haunted forest",Male,Sistermen,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Danny Flint,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",2
Mela,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Lester,['Red Lester'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Gunthor son of Gurn,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3']",2
Cressen,['Has no known aliases'],['Maester'],In 219 AC or 220 AC,"In 299 AC, at Dragonstone",Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
