,geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
412,"[94.2402, 7.8278, 10]",Point,us2000k87x,,,2000k87x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k87x&format=geojson,3.728,,26.0,",us2000k87x,",5.2,mww,,us,,"102km E of Mohean, India",0.89,416,",us,",reviewed,1554076001494,"M 5.2 - 102km E of Mohean, India",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",360,1560027088040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k87x,Feature
413,"[94.3894, 7.5642, 10]",Point,us2000kcff,,,2000kcff,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000kcff&format=geojson,3.441,,94.0,",us2000kcff,",5.0,mb,,us,,"126km ESE of Mohean, India",0.62,385,",us,",reviewed,1554075721540,"M 5.0 - 126km ESE of Mohean, India",0,earthquake,",geoserve,origin,phase-data,",360,1560027100040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000kcff,Feature
414,"[-79.3227, -9.9668, 29]",Point,us2000k80u,green,2.0,2000k80u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k80u&format=geojson,2.959,2.0,153.0,",us2000k80u,",5.5,mww,3.349,us,,"127km SW of Chimbote, Peru",0.63,466,",us,",reviewed,1554046077880,"M 5.5 - 127km SW of Chimbote, Peru",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-300,1560027087040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k80u,Feature
415,"[29.3787, 37.5063, 10]",Point,us2000k7yn,,2.7,2000k7yn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7yn&format=geojson,0.867,4.0,35.0,",us2000k7yn,",5.1,mww,,us,,"9km NNE of Acipayam, Turkey",0.79,401,",us,",reviewed,1554031817785,"M 5.1 - 9km NNE of Acipayam, Turkey",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",120,1560027087040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7yn,Feature
416,"[-80.7342, -1.9363, 18.62]",Point,us2000k7w8,green,4.1,2000k7w8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7w8&format=geojson,1.566,4.0,36.0,",us2000k7w8,",5.5,mww,5.782,us,,"35km NNE of Santa Elena, Ecuador",0.81,467,",us,",reviewed,1554017330636,"M 5.5 - 35km NNE of Santa Elena, Ecuador",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-300,1560027086040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7w8,Feature
417,"[-80.7188, -1.9695, 10]",Point,us2000k7w6,,5.6,2000k7w6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7w6&format=geojson,1.541,2.0,106.0,",us2000k7w6,",5.1,mb,,us,,"32km NNE of Santa Elena, Ecuador",0.66,401,",us,",reviewed,1554017233353,"M 5.1 - 32km NNE of Santa Elena, Ecuador",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300,1560027086040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7w6,Feature
418,"[-80.8101, -1.9446, 18]",Point,us2000k7vu,green,6.2,2000k7vu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7vu&format=geojson,1.635,75.0,36.0,",us2000k7vu,",6.2,mww,6.112,us,,"32km N of Santa Elena, Ecuador",0.83,638,",us,",reviewed,1554015844795,"M 6.2 - 32km N of Santa Elena, Ecuador",0,earthquake,",dyfi,geoserve,ground-failure,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",-300,1560986668104,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7vu,Feature
419,"[-178.1134, -30.6881, 35]",Point,us2000kcei,,,2000kcei,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000kcei&format=geojson,8.878,,135.0,",us2000kcei,",5.0,mb,,us,,"111km NE of L'Esperance Rock, New Zealand",0.88,385,",us,",reviewed,1554001660777,"M 5.0 - 111km NE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1560027098040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000kcei,Feature
420,"[156.5043, -8.576, 10]",Point,us2000k7u6,green,,2000k7u6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7u6&format=geojson,3.507,,43.0,",us2000k7u6,",5.3,mww,0.0,us,,"64km SW of Gizo, Solomon Islands",0.58,432,",us,",reviewed,1553990966930,"M 5.3 - 64km SW of Gizo, Solomon Islands",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",600,1560027086040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7u6,Feature
421,"[151.1053, -5.7003, 41]",Point,us2000k7ks,green,,2000k7ks,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7ks&format=geojson,1.832,,25.0,",us2000k7ks,",6.2,mww,5.414,us,,"107km E of Kimbe, Papua New Guinea",0.87,591,",us,",reviewed,1553944842559,"M 6.2 - 107km E of Kimbe, Papua New Guinea",1,earthquake,",geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",600,1560027085040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7ks,Feature
422,"[22.3935, 38.3657, 10]",Point,us2000k7ki,,4.8,2000k7ki,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7ki&format=geojson,1.241,33.0,20.0,",us2000k7ki,",5.3,mww,,us,,"7km SSW of Itea, Greece",0.75,448,",us,",reviewed,1553942779174,"M 5.3 - 7km SSW of Itea, Greece",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",120,1560027085040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7ki,Feature
423,"[66.5343, -9.6924, 8]",Point,us2000k7im,green,,2000k7im,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7im&format=geojson,6.276,,39.0,",us2000k7im,",5.8,mww,0.0,us,,Mid-Indian Ridge,0.86,518,",us,",reviewed,1553927243331,M 5.8 - Mid-Indian Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",240,1560027085040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7im,Feature
424,"[161.0168, -9.8083, 55.86]",Point,us2000k7i8,,,2000k7i8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7i8&format=geojson,1.116,,131.0,",us2000k7i8,",5.0,mb,,us,,"120km SSE of Auki, Solomon Islands",0.75,385,",us,",reviewed,1553922355435,"M 5.0 - 120km SSE of Auki, Solomon Islands",0,earthquake,",geoserve,origin,phase-data,",660,1560027085040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7i8,Feature
425,"[131.023, 30.6159, 27.26]",Point,us2000k7dg,,,2000k7dg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k7dg&format=geojson,2.504,,38.0,",us2000k7dg,",5.1,mww,,us,,"13km S of Nishinoomote, Japan",0.68,400,",us,",reviewed,1553892942225,"M 5.1 - 13km S of Nishinoomote, Japan",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",540,1560027084040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k7dg,Feature
426,"[159.943, 50.4951, 9]",Point,us2000k6u4,green,3.8,2000k6u4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k6u4&format=geojson,2.656,3.0,17.0,",us2000k6u4,",6.2,mww,3.722,us,,"265km ESE of Ozernovskiy, Russia",0.81,593,",us,",reviewed,1553810809401,"M 6.2 - 265km ESE of Ozernovskiy, Russia",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",660,1560027081040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k6u4,Feature
427,"[142.2079, 12.0527, 43.95]",Point,us2000k6lx,,,2000k6lx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k6lx&format=geojson,3.011,,22.0,",us2000k6lx,",5.0,mb,,us,,"299km WSW of Merizo Village, Guam",0.85,385,",us,",reviewed,1553789892396,"M 5.0 - 299km WSW of Merizo Village, Guam",0,earthquake,",geoserve,origin,phase-data,",540,1560027080040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k6lx,Feature
428,"[-70.1015, -24.598, 45.54]",Point,us2000k6jm,green,3.4,2000k6jm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k6jm&format=geojson,0.276,3.0,46.0,",us2000k6jm,",5.4,mww,4.227,us,,"96km NNE of Taltal, Chile",1.15,450,",us,",reviewed,1553785531688,"M 5.4 - 96km NNE of Taltal, Chile",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-240,1560027080040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k6jm,Feature
429,"[143.3159, -6.4263, 10]",Point,us2000k6eq,,2.2,2000k6eq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k6eq&format=geojson,4.677,2.0,22.0,",us2000k6eq,",5.2,mb,,us,,"46km SW of Mendi, Papua New Guinea",1.24,416,",us,",reviewed,1553764205851,"M 5.2 - 46km SW of Mendi, Papua New Guinea",1,earthquake,",dyfi,geoserve,origin,phase-data,",600,1560027079040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k6eq,Feature
430,"[95.1558, 11.1534, 10]",Point,us2000k69x,,2.0,2000k69x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k69x&format=geojson,5.034,1.0,35.0,",us2000k69x,",5.2,mb,,us,,"268km ESE of Port Blair, India",0.88,416,",us,",reviewed,1553742493487,"M 5.2 - 268km ESE of Port Blair, India",0,earthquake,",dyfi,geoserve,origin,phase-data,",360,1560027078040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k69x,Feature
431,"[142.291, 12.1613, 35]",Point,us2000k62y,,,2000k62y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k62y&format=geojson,2.886,,133.0,",us2000k62y,",5.0,mb,,us,,"285km WSW of Merizo Village, Guam",0.8,385,",us,",reviewed,1553717449063,"M 5.0 - 285km WSW of Merizo Village, Guam",0,earthquake,",geoserve,origin,phase-data,",540,1560027077040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k62y,Feature
432,"[132.1049, 32.1507, 19]",Point,us1000jm9y,,3.4,1000jm9y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jm9y&format=geojson,1.42,6.0,86.0,",us1000jm9y,",5.3,mww,,us,,"57km E of Takanabe, Japan",1.4,434,",us,",reviewed,1553668683640,"M 5.3 - 57km E of Takanabe, Japan",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",540,1560027075040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jm9y,Feature
433,"[131.9791, 32.1572, 16.55]",Point,us1000jm4k,green,3.8,1000jm4k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jm4k&format=geojson,1.34,10.0,52.0,",us1000jm4k,",5.2,mww,3.56,us,,"45km E of Takanabe, Japan",0.76,420,",us,",reviewed,1553645482461,"M 5.2 - 45km E of Takanabe, Japan",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1560027074040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jm4k,Feature
434,"[-147.2504, -57.4886, 10]",Point,us2000k65w,green,,2000k65w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000k65w&format=geojson,25.576,,105.0,",us2000k65w,",5.4,mww,0.0,us,,Pacific-Antarctic Ridge,0.94,449,",us,",reviewed,1553640280400,M 5.4 - Pacific-Antarctic Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-600,1560027077040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000k65w,Feature
435,"[-173.4222, -21.3615, 10]",Point,us1000jm1p,green,,1000jm1p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jm1p&format=geojson,3.992,,22.0,",us1000jm1p,",5.3,mww,0.0,us,,"158km E of `Ohonua, Tonga",0.69,432,",us,",reviewed,1553637246320,"M 5.3 - 158km E of `Ohonua, Tonga",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1560027074040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jm1p,Feature
436,"[-157.247, 66.3061, 8.5]",Point,ak0193wxcfea,green,2.2,0193wxcfea,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0193wxcfea&format=geojson,,8.0,,",ak0193wxcfea,us1000jm0q,",5.0,mww,5.43,ak,,"68km SSW of Kobuk, Alaska",0.81,386,",ak,us,",reviewed,1553635638717,"M 5.0 - 68km SSW of Kobuk, Alaska",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",-540,1561406846093,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193wxcfea,Feature
437,"[130.9129, -6.0407, 112.65]",Point,us1000jlum,,,1000jlum,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jlum&format=geojson,1.967,,45.0,",us1000jlum,",5.0,mww,,us,,"207km WSW of Tual, Indonesia",0.78,385,",us,",reviewed,1553621851619,"M 5.0 - 207km WSW of Tual, Indonesia",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",540,1560027073040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jlum,Feature
438,"[-89.1992, 12.5488, 8]",Point,us1000jlpq,green,7.0,1000jlpq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jlpq&format=geojson,1.845,10.0,41.0,",us1000jlpq,",5.5,mww,3.528,us,,"104km S of La Libertad, El Salvador",0.91,472,",us,",reviewed,1553601707542,"M 5.5 - 104km S of La Libertad, El Salvador",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-360,1560027073040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jlpq,Feature
439,"[-70.0005, -21.3137, 72.03]",Point,us1000jl86,,3.1,1000jl86,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jl86&format=geojson,0.51,6.0,105.0,",us1000jl86,",5.0,mww,,us,,"88km NNE of Tocopilla, Chile",0.93,386,",us,",reviewed,1553511160475,"M 5.0 - 88km NNE of Tocopilla, Chile",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-240,1559847266040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jl86,Feature
440,"[-94.7688, 15.6215, 32.49]",Point,us1000jkyx,,3.1,1000jkyx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkyx&format=geojson,1.465,4.0,128.0,",us1000jkyx,",5.0,mww,,us,,"68km SSE of San Mateo del Mar, Mexico",1.08,386,",us,",reviewed,1553430454999,"M 5.0 - 68km SSE of San Mateo del Mar, Mexico",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-360,1559847263040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkyx,Feature
441,"[-86.7566, 12.0851, 87.82]",Point,us1000jkxw,,4.4,1000jkxw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkxw&format=geojson,0.416,59.0,93.0,",us1000jkxw,",5.3,mww,,us,,"28km SW of Nagarote, Nicaragua",1.23,458,",us,",reviewed,1553419801419,"M 5.3 - 28km SW of Nagarote, Nicaragua",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-360,1559847262040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkxw,Feature
442,"[126.3955, 1.6601, 45]",Point,us1000jkwi,green,3.1,1000jkwi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkwi&format=geojson,1.312,2.0,30.0,",us1000jkwi,",6.1,mww,4.624,us,,"137km E of Bitung, Indonesia",1.38,573,",us,",reviewed,1553402255918,"M 6.1 - 137km E of Bitung, Indonesia",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",480,1559847262040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkwi,Feature
443,"[68.1359, -2.7131, 10]",Point,us1000jkvw,,,1000jkvw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkvw&format=geojson,5.808,,42.0,",us1000jkvw,",5.1,mww,,us,,Carlsberg Ridge,1.3,400,",us,",reviewed,1553398625430,M 5.1 - Carlsberg Ridge,0,earthquake,",geoserve,origin,phase-data,",300,1559847262040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkvw,Feature
444,"[120.5238, -1.8703, 10]",Point,us1000jkv5,green,3.1,1000jkv5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkv5&format=geojson,2.393,1.0,45.0,",us1000jkv5,",5.5,mww,6.846,us,,"28km NW of Pendolo, Indonesia",1.31,466,",us,",reviewed,1553391120219,"M 5.5 - 28km NW of Pendolo, Indonesia",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1559847261040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkv5,Feature
445,"[-76.223, 4.5595, 122]",Point,us1000jkrq,green,6.0,1000jkrq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkrq&format=geojson,1.916,218.0,20.0,",us1000jkrq,",6.1,mww,4.757,us,,"3km WSW of Versalles, Colombia",1.09,703,",us,",reviewed,1553368877998,"M 6.1 - 3km WSW of Versalles, Colombia",0,earthquake,",dyfi,geoserve,ground-failure,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",-300,1559847260040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkrq,Feature
446,"[-37.0977, 7.5298, 10]",Point,us1000jkns,green,,1000jkns,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkns&format=geojson,13.323,,51.0,",us1000jkns,",5.5,mww,0.0,us,,Central Mid-Atlantic Ridge,0.67,465,",us,",reviewed,1553344524336,M 5.5 - Central Mid-Atlantic Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-120,1559847259040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkns,Feature
447,"[93.0433, 14.1145, 10]",Point,us1000jkn9,,,1000jkn9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkn9&format=geojson,5.899,,56.0,",us1000jkn9,",5.2,mww,,us,,"269km N of Bamboo Flat, India",0.63,416,",us,",reviewed,1553340567136,"M 5.2 - 269km N of Bamboo Flat, India",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",360,1559847259040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkn9,Feature
448,"[145.7672, 19.1711, 104.09]",Point,us1000jkn4,,,1000jkn4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkn4&format=geojson,3.908,,65.0,",us1000jkn4,",5.0,mb,,us,,"45km NNE of Agrihan, Northern Mariana Islands",0.64,385,",us,",reviewed,1553338456888,"M 5.0 - 45km NNE of Agrihan, Northern Mariana Islands",0,earthquake,",geoserve,origin,phase-data,",600,1559847259040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkn4,Feature
449,"[-177.7849, -31.849, 10]",Point,us1000jkl9,,,1000jkl9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkl9&format=geojson,6.544,,77.0,",us1000jkl9,",5.2,mww,,us,,"115km ESE of L'Esperance Rock, New Zealand",1.08,416,",us,",reviewed,1553327262161,"M 5.2 - 115km ESE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-720,1559847258040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkl9,Feature
450,"[-173.0223, -16.7822, 10]",Point,us1000jki6,,,1000jki6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jki6&format=geojson,3.098,,54.0,",us1000jki6,",5.0,mb,,us,,"120km SE of Hihifo, Tonga",0.66,385,",us,",reviewed,1553289831435,"M 5.0 - 120km SE of Hihifo, Tonga",0,earthquake,",geoserve,origin,phase-data,",-720,1559847257040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jki6,Feature
451,"[162.5089, -11.3895, 23]",Point,us1000jk9s,green,,1000jk9s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jk9s&format=geojson,3.179,,22.0,",us1000jk9s,",5.4,mww,3.696,us,,"121km SSE of Kirakira, Solomon Islands",0.94,449,",us,",reviewed,1553266375909,"M 5.4 - 121km SSE of Kirakira, Solomon Islands",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1559847255040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jk9s,Feature
452,"[-28.5039, 49.7003, 10]",Point,us1000jk3d,,,1000jk3d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jk3d&format=geojson,14.225,,71.0,",us1000jk3d,",5.3,mww,,us,,Northern Mid-Atlantic Ridge,0.87,432,",us,",reviewed,1553222562007,M 5.3 - Northern Mid-Atlantic Ridge,0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-120,1559847253040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jk3d,Feature
453,"[-177.7753, -31.3809, 10]",Point,us1000jjxm,,,1000jjxm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjxm&format=geojson,14.095,,82.0,",us1000jjxm,",5.1,mb,,us,,"107km E of L'Esperance Rock, New Zealand",0.6,400,",us,",reviewed,1553196248641,"M 5.1 - 107km E of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1559847252040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjxm,Feature
454,"[145.13, -3.4617, 10]",Point,us1000jjpp,,,1000jjpp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjpp&format=geojson,2.64,,38.0,",us1000jjpp,",5.0,mb,,us,,"135km ENE of Angoram, Papua New Guinea",0.62,385,",us,",reviewed,1553164405160,"M 5.0 - 135km ENE of Angoram, Papua New Guinea",1,earthquake,",geoserve,origin,phase-data,",600,1559847250040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjpp,Feature
455,"[32.1088, -7.9143, 22]",Point,us1000jjp9,green,4.6,1000jjp9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjp9&format=geojson,7.391,26.0,74.0,",us1000jjp9,",5.5,mww,6.343,us,,"54km E of Sumbawanga, Tanzania",1.47,477,",us,",reviewed,1553159740309,"M 5.5 - 54km E of Sumbawanga, Tanzania",0,earthquake,",dyfi,geoserve,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",180,1559847249040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjp9,Feature
456,"[-44.9433, 15.2353, 10]",Point,us1000jjfx,,3.3,1000jjfx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjfx&format=geojson,12.598,1.0,47.0,",us1000jjfx,",5.0,mb,,us,,Northern Mid-Atlantic Ridge,0.89,385,",us,",reviewed,1553109183480,M 5.0 - Northern Mid-Atlantic Ridge,0,earthquake,",dyfi,geoserve,origin,phase-data,",-180,1559847247040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjfx,Feature
457,"[-172.4765, -17.6945, 10]",Point,us1000jjfp,green,3.8,1000jjfp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjfp&format=geojson,2.783,1.0,62.0,",us1000jjfp,",5.3,mww,0.0,us,,"191km ENE of Neiafu, Tonga",1.28,433,",us,",reviewed,1553108581768,"M 5.3 - 191km ENE of Neiafu, Tonga",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-660,1559847247040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjfp,Feature
458,"[-77.3293, -2.7612, 32.28]",Point,us1000jjan,,3.8,1000jjan,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjan&format=geojson,1.948,6.0,45.0,",us1000jjan,",5.1,mb,,us,,"98km ESE of Sucua, Ecuador",0.85,402,",us,",reviewed,1553099002850,"M 5.1 - 98km ESE of Sucua, Ecuador",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300,1559847245040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjan,Feature
459,"[167.6551, -15.5965, 119]",Point,us1000jj9r,green,5.2,1000jj9r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jj9r&format=geojson,6.542,7.0,21.0,",us1000jj9r,",6.3,mww,5.25,us,,"52km E of Luganville, Vanuatu",0.87,614,",us,",reviewed,1553095438680,"M 6.3 - 52km E of Luganville, Vanuatu",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",660,1559847245040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jj9r,Feature
460,"[29.531, 37.4078, 8]",Point,us1000jj23,green,4.7,1000jj23,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jj23&format=geojson,0.724,21.0,31.0,",us1000jj23,",5.7,mww,6.584,us,,"16km E of Acipayam, Turkey",1.15,510,",us,",reviewed,1553063667835,"M 5.7 - 16km E of Acipayam, Turkey",0,earthquake,",dyfi,geoserve,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",120,1559847244040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jj23,Feature
461,"[-176.0327, -20.3734, 205.06]",Point,us1000jiwb,,3.1,1000jiwb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jiwb&format=geojson,6.174,1.0,36.0,",us1000jiwb,",5.0,mb,,us,,"120km NW of Nuku`alofa, Tonga",0.89,385,",us,",reviewed,1553033715118,"M 5.0 - 120km NW of Nuku`alofa, Tonga",0,earthquake,",dyfi,geoserve,origin,phase-data,",-720,1559847243040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jiwb,Feature
462,"[7.9177, -54.2528, 10]",Point,us1000jia7,,,1000jia7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jia7&format=geojson,18.098,,48.0,",us1000jia7,",5.2,mb,,us,,"297km E of Bouvet Island, Bouvet Island",0.92,416,",us,",reviewed,1552965988619,"M 5.2 - 297km E of Bouvet Island, Bouvet Island",0,earthquake,",geoserve,origin,phase-data,",60,1559847241040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jia7,Feature
463,"[-177.5993, -31.6304, 10]",Point,us1000jhz6,,,1000jhz6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jhz6&format=geojson,8.323,,60.0,",us1000jhz6,",5.0,mww,,us,,"125km E of L'Esperance Rock, New Zealand",0.97,385,",us,",reviewed,1552921636800,"M 5.0 - 125km E of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1559424264040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jhz6,Feature
