aliases,allegiances,books,born,culture,died,father,gender,mother,name,playedBy,povBooks,spouse,titles,tvSeries,url
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']","In 245 AC or 246 AC, at King's Landing",Valyrian,"In 284 AC, at Dragonstone",,Female,,Rhaella Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/62,"['Princess', 'Queen', 'Dowager Queen']",[''],https://www.anapioficeandfire.com/api/characters/869
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/17', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",In or between 229 AC and 233 AC,,,,Female,,Rhaelle Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/794,['Princess'],[''],https://www.anapioficeandfire.com/api/characters/870
['Rhaena of Pentos'],"['https://www.anapioficeandfire.com/api/houses/81', 'https://www.anapioficeandfire.com/api/houses/195', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']","In 116 AC, at Pentos",,,,Female,,Rhaena Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/255,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/871
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",In 147 AC,Valyrian,,,Female,,Rhaena Targaryen,[''],[],,"['Princess', 'Septa']",[''],https://www.anapioficeandfire.com/api/characters/872
['Black Bride'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",In 23 AC,Valyrian,,,Female,,Rhaena Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/43,"['Princess', 'Queen']",[''],https://www.anapioficeandfire.com/api/characters/873
"[""The Realm's Delight"", 'The Whore of Dragonstone', 'King Maegor with Teats', ""Maegor's Teats"", 'The Half-Year Queen']",['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",In 97 AC,Valyrian,"In 130 AC, at Dragonstone",,Female,,Rhaenyra Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/611,"['Princess of Dragonstone', 'Lady of the Seven Kingdoms (claimant)']",[''],https://www.anapioficeandfire.com/api/characters/874
['The Queen Who Never Was'],"['https://www.anapioficeandfire.com/api/houses/378', 'https://www.anapioficeandfire.com/api/houses/407']","['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",In 74 AC,Valyrian,"In 129 AC, at Rook's Rest",,Female,,Rhaenys Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/253,['Princess'],[''],https://www.anapioficeandfire.com/api/characters/875
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 280 AC, at Dragonstone",,"In 283 AC, at King's Landing",,Female,,Rhaenys Targaryen,[''],[],,['Princess'],[''],https://www.anapioficeandfire.com/api/characters/876
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/133', 'https://www.anapioficeandfire.com/api/houses/195']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Rhea Florent,[''],[],https://www.anapioficeandfire.com/api/characters/635,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/877
['Bronze Bitch'],['https://www.anapioficeandfire.com/api/houses/328'],"['https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",,,"In 115 AC, at The Vale",,Female,,Rhea Royce,[''],[],https://www.anapioficeandfire.com/api/characters/269,['Lady of Runestone'],[''],https://www.anapioficeandfire.com/api/characters/878
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/405'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Rhialta Vance,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/879
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/326'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Rhonda Rowan,[''],[],https://www.anapioficeandfire.com/api/characters/159,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/880
['The Slayer'],"['https://www.anapioficeandfire.com/api/houses/15', 'https://www.anapioficeandfire.com/api/houses/203']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Richard Horpe,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/881
['The Knight of Skull and Kisses'],['https://www.anapioficeandfire.com/api/houses/244'],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Richard Lonmouth,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/882
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/272'],['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Richard Morrigen,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/883
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/215'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Karhold,Northmen,"In 299 AC, at Riverrun (executed)",,Male,,Rickard Karstark,"['Steven Blount', 'John Stahl']",[],,['Lord of Karhold'],"['Season 1', 'Season 2', 'Season 3']",https://www.anapioficeandfire.com/api/characters/884
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/335'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Northmen,,,Male,,Rickard Ryswell,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/885
['The Laughing Wolf'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",,Northmen,,https://www.anapioficeandfire.com/api/characters/584,Male,,Rickard Stark,[''],[],,['King in the North'],[''],https://www.anapioficeandfire.com/api/characters/886
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']","In or between 230 AC and 249 AC, at Winterfell",Northmen,"In 282 AC, at King's Landing",,Male,,Rickard Stark,['Wayne Foskett'],[],https://www.anapioficeandfire.com/api/characters/668,"['Lord of Winterfell', 'Warden of the North']",['Season 6'],https://www.anapioficeandfire.com/api/characters/887
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/386'],"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/11']",,,"In 130 AC, at Bitterbridge",,Male,,Rickard Thorne,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/888
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Rickard Tyrell,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/889
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/438'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 295 AC,,,,Male,,Rickard Wylde,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/890
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']","In 295 AC, at Winterfell",Northmen,,,Male,,Rickon Stark,['Art Parkinson'],[],,"['Prince of Winterfell', 'Heir to Winterfell']","['Season 1', 'Season 2', 'Season 3', 'Season 4']",https://www.anapioficeandfire.com/api/characters/891
['Robar the Red'],['https://www.anapioficeandfire.com/api/houses/328'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']","In 277 AC (roughly), at Runestone",Valemen,"In 299 AC, at Near Storm's End",,Male,,Robar Royce,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/892
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/319'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Robb Reyne,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/893
"['Sweetrobin', 'True Warden of the East']",['https://www.anapioficeandfire.com/api/houses/7'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 292 AC,Valemen,,,Male,,Robert Arryn,['Lino Facioli'],[],,"['Lord of the Eyrie', 'Defender of the Vale', 'Warden of the East']","['Season 1', 'Season 4', 'Season 5']",https://www.anapioficeandfire.com/api/characters/894
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/8'],['https://www.anapioficeandfire.com/api/books/4'],At Ashford,Reach,,,Male,,Robert Ashford,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/895
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/40'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,"In 299 AC, at Riverlands",,Male,,Robert Brax,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/896
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/40'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 290 AC,,,,Male,,Robert Brax,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/897
['Red Robert Flowers'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Robert Flowers,[''],[],,"['Ser', 'Lord Commander of the Kingsguard']",[''],https://www.anapioficeandfire.com/api/characters/898
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 286 AC,,,,Male,,Robert Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/899
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 283 AC,,,,Male,,Robert Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/900
"['The Usurper', 'Demon of the Trident', 'The Whoremonger King']",[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']","262 AC, at Storm's End",,"298 AC, at King's Landing",https://www.anapioficeandfire.com/api/characters/986,Male,https://www.anapioficeandfire.com/api/characters/230,Robert I Baratheon,['Mark Addy'],[],https://www.anapioficeandfire.com/api/characters/238,"['King of the Andals, the Rhoynar and the First Men', 'Lord of the Seven Kingdoms', 'Protector of the Realm', 'Ser[1]']",['Season 1'],https://www.anapioficeandfire.com/api/characters/901
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/293'],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Robert Paege,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/902
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/150'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Deepwood Motte,Northmen,,,Male,,Robett Glover,['Tim McInnerny'],[],https://www.anapioficeandfire.com/api/characters/998,['Has no title'],['Season 6'],https://www.anapioficeandfire.com/api/characters/903
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,At Pyke,,Male,,Robin Greyjoy,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/904
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Robin Hill,[''],[],,"[""Lord Commander of the Night's Watch""]",[''],https://www.anapioficeandfire.com/api/characters/905
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/198'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Robin Hollard,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/906
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/270'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Robin Moreland,[''],[],,['Lord'],[''],https://www.anapioficeandfire.com/api/characters/907
['Lord Pea Pord'],"['https://www.anapioficeandfire.com/api/houses/15', 'https://www.anapioficeandfire.com/api/houses/297']",['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Robin Peasebury,[''],[],,['Lord of Poddingfield'],[''],https://www.anapioficeandfire.com/api/characters/908
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/333', 'https://www.anapioficeandfire.com/api/houses/395']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In or between 237 AC and 240 AC (roughly),,,,Male,,Robin Ryger,[''],[],,"['Ser', 'Captain of the guards at Riverrun']",[''],https://www.anapioficeandfire.com/api/characters/909
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/320'],['https://www.anapioficeandfire.com/api/books/4'],,,,,Male,,Robyn Rhysling,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/910
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/335', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],,Northmen,,,Male,,Robyn Ryswell,[''],[],https://www.anapioficeandfire.com/api/characters/589,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/911
['Old Ser Rodrik'],"['https://www.anapioficeandfire.com/api/houses/61', 'https://www.anapioficeandfire.com/api/houses/362']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Northmen,"In 299 AC, at Winterfell",,Male,,Rodrik Cassel,['Ron Donachie'],[],,"['Ser', 'Master-at-arms of Winterfell', 'Castellan of Winterfell']","['Season 1', 'Season 2']",https://www.anapioficeandfire.com/api/characters/912
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 274 AC or before,Ironborn,"In 289 AC, at Seagard",,Male,,Rodrik Greyjoy,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/913
['The Reader'],['https://www.anapioficeandfire.com/api/houses/178'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Rodrik Harlaw,[''],[],,"['Lord of Harlaw', 'Lord of the Ten Towers', 'The Harlaw of Harlaw', 'Captain of the Sea Song']",[''],https://www.anapioficeandfire.com/api/characters/914
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/335'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Northmen,,,Male,,Rodrik Ryswell,[''],[],,['Lord of the Rills'],[''],https://www.anapioficeandfire.com/api/characters/915
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",,Northmen,,,Male,,Rodrik Stark,[''],[],,['King in the North'],[''],https://www.anapioficeandfire.com/api/characters/916
['The Wandering Wolf'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",,Northmen,,,Male,,Rodrik Stark,[''],[],https://www.anapioficeandfire.com/api/characters/1175,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/917
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/11']",,Northmen,,,Male,,Rodwell Stark,[''],[],https://www.anapioficeandfire.com/api/characters/777,"['Lord of Winterfell', 'Warden of the North']",[''],https://www.anapioficeandfire.com/api/characters/918
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/380'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Roelle,[''],[],,['Septa'],[''],https://www.anapioficeandfire.com/api/characters/919
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/23'],['https://www.anapioficeandfire.com/api/books/11'],,Tyroshi,In or after 211 AC,,Female,,Rohanne,[''],[],https://www.anapioficeandfire.com/api/characters/267,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/920
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/86'],"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/7']",,,,,Male,,Roland Crakehall,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/921
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/86'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Roland Crakehall,[''],[],,['Lord of Crakehall'],[''],https://www.anapioficeandfire.com/api/characters/922
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/425'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']","In 290 AC, at Crag",,,,Male,,Rollam Westerling,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/923
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/95'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Rolland Darklyn,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/924
['The Bastard of Nightsong'],"['https://www.anapioficeandfire.com/api/houses/15', 'https://www.anapioficeandfire.com/api/houses/60']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Rolland Storm,[''],[],,"['Ser', 'Castellan of Dragonstone', 'Lord of Nightsong (claimant)']",[''],https://www.anapioficeandfire.com/api/characters/925
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/399'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Rolland Uffering,[''],[],https://www.anapioficeandfire.com/api/characters/1891,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/926
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/357', 'https://www.anapioficeandfire.com/api/houses/425']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Rolph Spicer,[''],[],,"['Ser', 'Castellan of the Crag', 'Lord of Castamere']",[''],https://www.anapioficeandfire.com/api/characters/927
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/80'],['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Ronald Connington,[''],[],,"[""Ser the Knight of Griffin's Roost""]",[''],https://www.anapioficeandfire.com/api/characters/928
['Ronald the Bad'],['https://www.anapioficeandfire.com/api/houses/404'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Ronald Vance,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/929
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/174'],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Ronnel Harclay,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/930
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/367'],['https://www.anapioficeandfire.com/api/books/3'],,Northmen,,,Male,,Ronnel Stout,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/931
['Red Ronnet'],['https://www.anapioficeandfire.com/api/houses/80'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 274 AC,,,,Male,,Ronnet Connington,[''],[],,"[""Ser Knight of Griffin's Roost""]",[''],https://www.anapioficeandfire.com/api/characters/932
['The Leech Lord'],['https://www.anapioficeandfire.com/api/houses/34'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 260 AC or before, at the Dreadfort",Northmen,,,Male,,Roose Bolton,['Michael McElhatton'],[],https://www.anapioficeandfire.com/api/characters/196,"['Lord of the Dreadfort', 'Warden of the North']","['Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/933
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/335'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Northmen,,,Male,,Roose Ryswell,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/934
['Roryn the Reaver'],['https://www.anapioficeandfire.com/api/houses/106'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Roryn Drumm,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/935
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/231'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Female,,Rosamund Lannister,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/936
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/395']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 282 AC or 283 AC,Rivermen,,,Female,,Roslin Frey,['Alexandra Dowling'],[],https://www.anapioficeandfire.com/api/characters/346,['Has no title'],['Season 3'],https://www.anapioficeandfire.com/api/characters/937
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,"In 283 AC, at King's Landing",,Male,,Rossart,[''],[],,"['Grand Master', 'Wisdom', 'Lord Hand of the King']",[''],https://www.anapioficeandfire.com/api/characters/938
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/76'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Royce Coldwater,[''],[],,['Lord of Coldwater Burn'],[''],https://www.anapioficeandfire.com/api/characters/939
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/195'],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Runcel Hightower,[''],[],,"[""Lord Commander of the Night's Watch""]",[''],https://www.anapioficeandfire.com/api/characters/940
['Rubert Brax'],['https://www.anapioficeandfire.com/api/houses/40'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,"In 299 AC, at Oxcross",,Male,,Rupert Brax,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/941
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/85'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Rupert Crabb,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/942
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/264'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 293 AC or 294 AC, at Longtable",,,,Male,,Russell Merryweather,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/943
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/133'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Ryam Florent,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/944
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/317'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",,,"In 105 AC, at King's Landing",,Male,,Ryam Redwyne,[''],[],,"['Ser', 'Lord Commander of the Kingsguard', 'Hand of the King']",[''],https://www.anapioficeandfire.com/api/characters/945
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/87'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Rycherd Crane,[''],[],https://www.anapioficeandfire.com/api/characters/949,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/946
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 294 AC,,,,Female,,Ryella Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/947
